MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,Total Fuel Consumption(MPG),CO2EMISSIONS
2014,CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,27,237
2014,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A4,X,28,232
2014,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A6,X,26,246
2014,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,X,27,242
2014,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,E,20,230
2014,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A4,X,29,225
2014,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A6,X,28,230
2014,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,X,27,242
2014,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,E,20,230
2014,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A5,X,22,294
2014,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,26,251
2014,CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8,A5,X,21,308
2014,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,26,251
2014,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,19,237
2014,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,27,237
2014,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,20,222
2014,CHRYSLER,300 SRT (MDS),FULL-SIZE,6.4,8,A5,Z,20,317
2014,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,X,24,276
2014,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,E,17,269
2014,DODGE,AVENGER,MID-SIZE,2.4,4,A4,X,29,225
2014,DODGE,AVENGER,MID-SIZE,2.4,4,A6,X,28,230
2014,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,X,27,242
2014,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,E,20,230
2014,DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,X,25,258
2014,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,22,301
2014,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A5,X,22,294
2014,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,20,320
2014,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A5,Z,20,317
2014,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,25,258
2014,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,27,237
2014,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,22,294
2014,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,26,251
2014,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,21,308
2014,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,26,251
2014,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,19,237
2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,25,258
2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18,251
2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,28,235
2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,20,222
2014,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A5,Z,20,317
2014,DODGE,DART,MID-SIZE,2,4,M6,X,35,186
2014,DODGE,DART,MID-SIZE,2.4,4,A6,X,33,198
2014,DODGE,DART,MID-SIZE,2.4,4,M6,X,32,202
2014,DODGE,DART FFV,MID-SIZE,2,4,A6,X,33,198
2014,DODGE,DART FFV,MID-SIZE,2,4,A6,E,23,195
2014,DODGE,DART GT,MID-SIZE,2.4,4,A6,X,31,212
2014,DODGE,DART GT,MID-SIZE,2.4,4,M6,X,32,202
2014,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,39,168
2014,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,39,168
2014,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,20,331
2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,23,278
2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,E,18,250
2014,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,24,271
2014,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,17,264
2014,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,25,255
2014,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,23,285
2014,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,24,276
2014,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,17,259
2014,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,36,179
2014,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,36,179
2014,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,36,182
2014,FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,39,166
2014,FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,X,36,179
2014,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,36,182
2014,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,42,156
2014,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,36,179
2014,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,X,32,200
2014,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,X,34,193
2014,FORD,C-MAX HYBRID,FULL-SIZE,2,4,AV,X,47,138
2014,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,X,17,373
2014,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,E,13,350
2014,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,X,16,396
2014,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,E,13,360
2014,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,X,17,386
2014,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,E,12,368
2014,FORD,E350 WAGON,VAN - PASSENGER,6.8,10,A5,X,13,488
2014,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,X,15,421
2014,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,E,12,382
2014,FORD,EDGE,SUV - SMALL,2,4,A6,X,29,225
2014,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,26,248
2014,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,25,264
2014,FORD,EDGE AWD,SUV - SMALL,3.7,6,AS6,X,23,281
2014,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,31,209
2014,FORD,ESCAPE,SUV - SMALL,2,4,AS6,X,29,221
2014,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,30,216
2014,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,30,214
2014,FORD,ESCAPE AWD,SUV - SMALL,2,4,AS6,X,28,230
2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18,368
2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,13,346
2014,FORD,EXPLORER,SUV - STANDARD,2,4,A6,X,28,235
2014,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,22,299
2014,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,24,274
2014,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18,254
2014,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,23,288
2014,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,17,267
2014,FORD,F150,PICKUP TRUCK - STANDARD,3.5,6,A6,X,22,292
2014,FORD,F150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,22,294
2014,FORD,F150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18,366
2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,20,317
2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,21,308
2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,16,402
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,X,23,283
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,E,17,264
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,23,283
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,17,264
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5,8,A6,X,19,336
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5,8,A6,E,14,315
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,X,19,336
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,E,14,315
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,X,21,308
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,E,16,288
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,21,308
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,16,288
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A6,X,19,343
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A6,E,14,320
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,X,19,340
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,E,14,318
2014,FORD,F150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,16,414
2014,FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,37,175
2014,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,37,175
2014,FORD,FIESTA SFE,SUBCOMPACT,1,4,M5,X,43,152
2014,FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,X,40,161
2014,FORD,FIESTA ST,COMPACT,1.6,4,M6,X,35,184
2014,FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,25,264
2014,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,23,278
2014,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,22,294
2014,FORD,FOCUS,COMPACT,2,4,M6,X,32,205
2014,FORD,FOCUS FFV,COMPACT,2,4,A6,X,37,177
2014,FORD,FOCUS FFV,COMPACT,2,4,A6,E,27,165
2014,FORD,FOCUS FFV,COMPACT,2,4,AS6,X,36,179
2014,FORD,FOCUS FFV,COMPACT,2,4,AS6,E,27,165
2014,FORD,FOCUS FFV,COMPACT,2,4,M5,X,35,184
2014,FORD,FOCUS FFV,COMPACT,2,4,M5,E,27,170
2014,FORD,FOCUS SFE FFV,COMPACT,2,4,A6,X,39,166
2014,FORD,FOCUS SFE FFV,COMPACT,2,4,A6,E,28,162
2014,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,33,196
2014,FORD,FUSION,MID-SIZE,1.6,4,M6,X,35,186
2014,FORD,FUSION,MID-SIZE,2,4,AS6,X,31,207
2014,FORD,FUSION,MID-SIZE,2.5,4,AS6,X,32,205
2014,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,35,186
2014,FORD,FUSION AWD,MID-SIZE,2,4,AS6,X,30,216
2014,FORD,FUSION HYBRID,MID-SIZE,2,4,AV,X,51,126
2014,FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,X,28,235
2014,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,27,244
2014,FORD,MUSTANG,SUBCOMPACT,5,8,A6,X,25,264
2014,FORD,MUSTANG,SUBCOMPACT,5,8,M6,X,22,292
2014,FORD,MUSTANG,SUBCOMPACT,5.8,8,M6,Z,21,304
2014,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,A6,X,27,244
2014,FORD,TAURUS,FULL-SIZE,2,4,AS6,X,31,209
2014,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,24,271
2014,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,27,237
2014,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,20,229
2014,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,25,258
2014,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18,251
2014,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,30,218
2014,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,29,228
2014,FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,28,232
2014,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,27,239
2014,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,23,283
2014,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,22,297
2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6,A4,X,19,347
2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,X,18,366
2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,E,14,334
2014,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,X,17,380
2014,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,13,344
2014,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,X,17,380
2014,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,13,344
2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,17,380
2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,12,362
2014,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,X,17,380
2014,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,E,13,344
2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,17,380
2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,12,362
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,16,414
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,15,432
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,E,11,411
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,16,419
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,15,435
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,E,11,413
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,24,271
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,17,269
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,22,292
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17,270
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,20,324
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,22,290
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,16,285
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,22,299
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,16,277
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,20,329
2014,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,31,209
2014,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,24,276
2014,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,17,259
2014,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,28,230
2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,22,290
2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,E,17,272
2014,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,20,317
2014,GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,15,294
2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,20,317
2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,15,294
2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,Z,19,338
2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,E,14,322
2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,Z,17,377
2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,E,13,354
2014,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,20,317
2014,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,E,15,294
2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,20,317
2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,15,294
2014,HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,36,182
2014,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,35,186
2014,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,32,200
2014,HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,31,209
2014,HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,29,221
2014,HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,26,251
2014,HONDA,ACCORD HYBRID,MID-SIZE,2,4,AV,X,59,110
2014,HONDA,CIVIC,COMPACT,1.8,4,AV,X,40,161
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,39,166
2014,HONDA,CIVIC,COMPACT,1.8,4,M5,X,37,175
2014,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,26,246
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,31,209
2014,HONDA,CR-V AWD,SUV - SMALL,2.4,4,A5,X,30,216
2014,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,45,145
2014,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,41,159
2014,HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,38,172
2014,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,37,177
2014,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,27,244
2014,HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,25,265
2014,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A5,X,24,276
2014,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,21,308
2014,HYUNDAI,ACCENT,COMPACT,1.6,4,A6,X,37,177
2014,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,37,177
2014,HYUNDAI,ELANTRA GT,MID-SIZE,2,4,A6,X,33,198
2014,HYUNDAI,ELANTRA GT,MID-SIZE,2,4,M6,X,33,196
2014,HYUNDAI,EQUUS,FULL-SIZE,5,8,A8,Z,21,304
2014,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,A8,X,25,255
2014,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,A6,X,25,258
2014,HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,6,A6,X,24,267
2014,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,A6,X,27,237
2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2,4,A6,X,25,264
2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,X,25,255
2014,HYUNDAI,SONATA,FULL-SIZE,2,4,A6,X,29,221
2014,HYUNDAI,SONATA,FULL-SIZE,2.4,4,A6,X,33,196
2014,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,46,143
2014,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,45,145
2014,HYUNDAI,TUCSON,SUV - SMALL,2,4,A6,X,30,214
2014,HYUNDAI,TUCSON,SUV - SMALL,2,4,M6,X,28,232
2014,HYUNDAI,TUCSON,SUV - SMALL,2.4,4,A6,X,28,230
2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,2,4,A6,X,27,242
2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,A6,X,27,244
2014,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,37,177
2014,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,35,184
2014,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,A6,X,32,202
2014,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,33,196
2014,INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,28,235
2014,INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,26,248
2014,INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,38,172
2014,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,34,189
2014,INFINITI,Q60 AWD COUPE,SUBCOMPACT,3.7,6,AS7,Z,25,265
2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,24,269
2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,23,283
2014,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,AS7,Z,25,255
2014,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,M6,Z,24,267
2014,INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,26,253
2014,INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,23,283
2014,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,24,267
2014,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,22,294
2014,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,37,175
2014,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,24,271
2014,INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,27,244
2014,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,26,253
2014,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,33,196
2014,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,22,294
